# Prony Approximation
# 𝑁ₚ :
   9
# Γₚ :
   1   0.804382521155  -0.014172097909
   2   0.366033970908   0.139383586402
   3   0.084757156594   0.110905301577
   4   0.962707701057  -0.003486755498
   5  -0.174646086544   0.557549603530
   6   0.669293000487  -0.409401749615
   7  -0.254942924548  -0.807793828474
   8  -0.723152892996   0.497014635974
   9  -0.563739698201  -0.688429318448
# Ωₚ :
   1   0.141268650722  -0.330753428108
   2  -0.299868501080  -0.011004210359
   3  -0.280667336147  -0.084806514225
   4   0.026958675961  -0.167360032026
   5  -0.000274070198   0.002640539313
   6   0.001295621230   0.000132868172
   7   0.000121796079  -0.000100513433
   8  -0.000049505662   0.000096465057
   9   0.000099912714  -0.000015287778
